Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah)
35,02/10/2022 18:48:23.559,628.826,628.826,1,1,0.00000,2.99350,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001127132,,,
36,02/10/2022 18:48:43.560,648.827,648.827,1,1,0.00000,2.99614,0.00000,0.00000,0.00000,0.00000,0.00000,,0.000116268,,,
37,02/10/2022 18:49:03.561,668.828,668.828,1,1,0.00000,2.99943,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001400201,,,0
38,02/10/2022 18:49:23.562,688.829,688.829,1,1,0.00000,3.00232,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001264289,,,
39,02/10/2022 18:49:43.562,708.829,708.829,1,1,0.00000,3.00546,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00013557,,,
40,02/10/2022 18:50:03.562,728.829,728.829,1,1,0.00000,3.00883,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001588936,,0,
41,02/10/2022 18:50:23.562,748.829,748.829,1,1,0.00000,3.01186,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001355716,,,
42,02/10/2022 18:50:43.564,768.831,768.831,1,1,0.00000,3.01465,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001693407,,,
43,02/10/2022 18:51:03.564,788.831,788.831,1,1,0.00000,3.01716,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001020774,,,
44,02/10/2022 18:51:23.565,808.832,808.832,1,1,0.00000,3.01975,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001249632,,,
45,02/10/2022 18:51:43.565,828.832,828.832,1,1,0.00000,3.02198,0.00000,0.00000,0.00000,0.00000,0.00000,,0.000100434,,,
46,02/10/2022 18:52:03.566,848.833,848.833,1,1,0.00000,3.02427,0.00000,0.00000,0.00000,0.00000,0.00000,,9.681227E-05,,0,
47,02/10/2022 18:52:23.566,868.833,868.833,1,1,0.00000,3.02675,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001274507,,,
48,02/10/2022 18:52:43.566,888.833,888.833,1,1,0.00000,3.02862,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001063552,,,
49,02/10/2022 18:53:03.567,908.834,908.834,1,1,0.00000,3.03039,0.00000,0.00000,0.00000,0.00000,0.00000,,9.998596E-05,,,
50,02/10/2022 18:53:23.568,928.835,928.835,1,1,0.00000,3.03152,0.00000,0.00000,0.00000,0.00000,0.00000,,5.642389E-05,,,
51,02/10/2022 18:53:43.568,948.835,948.835,1,1,0.00000,3.03254,0.00000,0.00000,0.00000,0.00000,0.00000,,8.783342E-05,,,
52,02/10/2022 18:54:03.570,968.837,968.837,1,1,0.00000,3.03278,0.00000,0.00000,0.00000,0.00000,0.00000,,3.050392E-05,,0,
53,02/10/2022 18:54:23.571,988.838,988.838,1,1,0.00000,3.03381,0.00000,0.00000,0.00000,0.00000,0.00000,,5.950586E-05,,,
54,02/10/2022 18:54:43.571,1008.838,1008.838,1,1,0.00000,3.02955,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.0003035335,,,
55,02/10/2022 18:55:03.572,1028.839,1028.839,1,1,0.00000,3.03120,0.00000,0.00000,0.00000,0.00000,0.00000,,2.765739E-05,,,
56,02/10/2022 18:55:23.573,1048.840,1048.840,1,1,0.00000,3.03552,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0002979308,,,
57,02/10/2022 18:55:43.573,1068.840,1068.840,1,1,0.00000,3.03702,0.00000,0.00000,0.00000,0.00000,0.00000,,5.049659E-05,,,
58,02/10/2022 18:56:03.574,1088.841,1088.841,1,1,0.00000,3.03785,0.00000,0.00000,0.00000,0.00000,0.00000,,6.894936E-05,,0,
59,02/10/2022 18:56:23.575,1108.842,1108.842,1,1,0.00000,3.03879,0.00000,0.00000,0.00000,0.00000,0.00000,,2.663122E-05,,,
60,02/10/2022 18:56:43.576,1128.843,1128.843,1,1,0.00000,3.03969,0.00000,0.00000,0.00000,0.00000,0.00000,,6.219375E-05,,,
61,02/10/2022 18:57:03.577,1148.844,1148.844,1,1,0.00000,3.04063,0.00000,0.00000,0.00000,0.00000,0.00000,,3.892016E-05,,,
62,02/10/2022 18:57:23.578,1168.845,1168.845,1,1,0.00000,3.04148,0.00000,0.00000,0.00000,0.00000,0.00000,,2.252214E-05,,,
63,02/10/2022 18:57:43.579,1188.846,1188.846,1,1,0.00000,3.04245,0.00000,0.00000,0.00000,0.00000,0.00000,,2.564363E-05,,,
64,02/10/2022 18:58:03.580,1208.847,1208.847,1,1,0.00000,3.04349,0.00000,0.00000,0.00000,0.00000,0.00000,,3.030636E-05,,,
65,02/10/2022 18:58:23.580,1228.847,1228.847,1,1,0.00000,3.04430,0.00000,0.00000,0.00000,0.00000,0.00000,,3.540381E-05,,0,
66,02/10/2022 18:58:43.580,1248.847,1248.847,1,1,0.00000,3.04519,0.00000,0.00000,0.00000,0.00000,0.00000,,6.420785E-05,,,
67,02/10/2022 18:59:03.580,1268.847,1268.847,1,1,0.00000,3.04615,0.00000,0.00000,0.00000,0.00000,0.00000,,6.278489E-05,,,
68,02/10/2022 18:59:23.581,1288.848,1288.848,1,1,0.00000,3.04729,0.00000,0.00000,0.00000,0.00000,0.00000,,5.227551E-05,,,
69,02/10/2022 18:59:43.581,1308.848,1308.848,1,1,0.00000,3.04829,0.00000,0.00000,0.00000,0.00000,0.00000,,4.073674E-05,,,
70,02/10/2022 19:00:03.582,1328.849,1328.849,1,1,0.00000,3.04920,0.00000,0.00000,0.00000,0.00000,0.00000,,2.560369E-05,,,
71,02/10/2022 19:00:23.584,1348.851,1348.851,1,1,0.00000,3.05005,0.00000,0.00000,0.00000,0.00000,0.00000,,5.002576E-05,,0,
72,02/10/2022 19:00:43.585,1368.852,1368.852,1,1,0.00000,3.05098,0.00000,0.00000,0.00000,0.00000,0.00000,,4.693855E-05,,,
73,02/10/2022 19:01:03.585,1388.852,1388.852,1,1,0.00000,3.05189,0.00000,0.00000,0.00000,0.00000,0.00000,,3.018757E-05,,,
74,02/10/2022 19:01:23.585,1408.852,1408.852,1,1,0.00000,3.05265,0.00000,0.00000,0.00000,0.00000,0.00000,,4.129059E-05,,,
75,02/10/2022 19:01:43.586,1428.853,1428.853,1,1,0.00000,3.05327,0.00000,0.00000,0.00000,0.00000,0.00000,,5.073324E-05,,,
76,02/10/2022 19:02:03.586,1448.853,1448.853,1,1,0.00000,3.05440,0.00000,0.00000,0.00000,0.00000,0.00000,,4.978661E-05,,,
77,02/10/2022 19:02:23.587,1468.854,1468.854,1,1,0.00000,3.05529,0.00000,0.00000,0.00000,0.00000,0.00000,,6.472152E-05,,0,
78,02/10/2022 19:02:43.588,1488.855,1488.855,1,1,0.00000,3.05619,0.00000,0.00000,0.00000,0.00000,0.00000,,1.738652E-05,,,
79,02/10/2022 19:03:03.588,1508.855,1508.855,1,1,0.00000,3.05701,0.00000,0.00000,0.00000,0.00000,0.00000,,1.793869E-05,,,
80,02/10/2022 19:03:23.589,1528.856,1528.856,1,1,0.00000,3.05776,0.00000,0.00000,0.00000,0.00000,0.00000,,4.705942E-05,,,
81,02/10/2022 19:03:43.589,1548.856,1548.856,1,1,0.00000,3.05863,0.00000,0.00000,0.00000,0.00000,0.00000,,3.161133E-05,,,
82,02/10/2022 19:04:03.590,1568.857,1568.857,1,1,0.00000,3.05963,0.00000,0.00000,0.00000,0.00000,0.00000,,2.098098E-05,,,
83,02/10/2022 19:04:23.591,1588.858,1588.858,1,1,0.00000,3.06025,0.00000,0.00000,0.00000,0.00000,0.00000,,3.729983E-05,,0,
84,02/10/2022 19:04:43.592,1608.859,1608.859,1,1,0.00000,3.06090,0.00000,0.00000,0.00000,0.00000,0.00000,,3.939464E-05,,,
85,02/10/2022 19:05:03.593,1628.860,1628.860,1,1,0.00000,3.06177,0.00000,0.00000,0.00000,0.00000,0.00000,,2.655198E-05,,,
86,02/10/2022 19:05:23.593,1648.860,1648.860,1,1,0.00000,3.06281,0.00000,0.00000,0.00000,0.00000,0.00000,,5.160422E-05,,,
87,02/10/2022 19:05:43.593,1668.860,1668.860,1,1,0.00000,3.06352,0.00000,0.00000,0.00000,0.00000,0.00000,,5.819954E-05,,,
88,02/10/2022 19:06:03.595,1688.862,1688.862,1,1,0.00000,3.06428,0.00000,0.00000,0.00000,0.00000,0.00000,,6.424737E-05,,,
89,02/10/2022 19:06:23.596,1708.863,1708.863,1,1,0.00000,3.06518,0.00000,0.00000,0.00000,0.00000,0.00000,,2.291727E-05,,0,
90,02/10/2022 19:06:43.597,1728.864,1728.864,1,1,0.00000,3.06581,0.00000,0.00000,0.00000,0.00000,0.00000,,1.979578E-05,,,
91,02/10/2022 19:07:03.597,1748.864,1748.864,1,1,0.00000,3.06658,0.00000,0.00000,0.00000,0.00000,0.00000,,5.373659E-05,,,
92,02/10/2022 19:07:23.598,1768.865,1768.865,1,1,0.00000,3.06703,0.00000,0.00000,0.00000,0.00000,0.00000,,1.343426E-05,,,
93,02/10/2022 19:07:43.599,1788.866,1788.866,1,1,0.00000,3.06816,0.00000,0.00000,0.00000,0.00000,0.00000,,7.922327E-05,,,
94,02/10/2022 19:08:03.599,1808.866,1808.866,1,1,0.00000,3.06849,0.00000,0.00000,0.00000,0.00000,0.00000,,3.358509E-05,,,
95,02/10/2022 19:08:23.600,1828.867,1828.867,1,1,0.00000,3.06919,0.00000,0.00000,0.00000,0.00000,0.00000,,3.698618E-05,,0,
96,02/10/2022 19:08:43.600,1848.867,1848.867,1,1,0.00000,3.06929,0.00000,0.00000,0.00000,0.00000,0.00000,,2.540655E-05,,,
97,02/10/2022 19:09:03.601,1868.868,1868.868,1,1,0.00000,3.06990,0.00000,0.00000,0.00000,0.00000,0.00000,,5.622632E-05,,,
98,02/10/2022 19:09:23.602,1888.869,1888.869,1,1,0.00000,3.07065,0.00000,0.00000,0.00000,0.00000,0.00000,,3.500868E-05,,,
99,02/10/2022 19:09:43.603,1908.870,1908.870,1,1,0.00000,3.07146,0.00000,0.00000,0.00000,0.00000,0.00000,,2.086279E-05,,,
100,02/10/2022 19:10:03.604,1928.871,1928.871,1,1,0.00000,3.07211,0.00000,0.00000,0.00000,0.00000,0.00000,,3.240027E-05,,,
101,02/10/2022 19:10:23.605,1948.872,1948.872,1,1,0.00000,3.07290,0.00000,0.00000,0.00000,0.00000,0.00000,,4.85617E-05,,0,
102,02/10/2022 19:10:43.605,1968.872,1968.872,1,1,0.00000,3.07354,0.00000,0.00000,0.00000,0.00000,0.00000,,3.619287E-05,,,
103,02/10/2022 19:11:03.606,1988.873,1988.873,1,1,0.00000,3.07433,0.00000,0.00000,0.00000,0.00000,0.00000,,2.177176E-05,,,
104,02/10/2022 19:11:23.606,2008.873,2008.873,1,1,0.00000,3.07507,0.00000,0.00000,0.00000,0.00000,0.00000,,2.477394E-05,,,
105,02/10/2022 19:11:43.607,2028.874,2028.874,1,1,0.00000,3.07589,0.00000,0.00000,0.00000,0.00000,0.00000,,2.145512E-05,,,
106,02/10/2022 19:12:03.609,2048.876,2048.876,1,1,0.00000,3.07671,0.00000,0.00000,0.00000,0.00000,0.00000,,3.232312E-05,,,
107,02/10/2022 19:12:23.609,2068.876,2068.876,1,1,0.00000,3.07730,0.00000,0.00000,0.00000,0.00000,0.00000,,1.319664E-05,,0,
108,02/10/2022 19:12:43.610,2088.877,2088.877,1,1,0.00000,3.07799,0.00000,0.00000,0.00000,0.00000,0.00000,,4.484746E-05,,,
109,02/10/2022 19:13:03.611,2108.878,2108.878,1,1,0.00000,3.07863,0.00000,0.00000,0.00000,0.00000,0.00000,,2.224592E-05,,,
110,02/10/2022 19:13:23.611,2128.878,2128.878,1,1,0.00000,3.07932,0.00000,0.00000,0.00000,0.00000,0.00000,,5.453E-05,,,
111,02/10/2022 19:13:43.612,2148.879,2148.879,1,1,0.00000,3.08011,0.00000,0.00000,0.00000,0.00000,0.00000,,2.473484E-05,,,
112,02/10/2022 19:14:03.613,2168.880,2168.880,1,1,0.00000,3.08100,0.00000,0.00000,0.00000,0.00000,0.00000,,5.116787E-05,,,
113,02/10/2022 19:14:23.613,2188.880,2188.880,1,1,0.00000,3.08149,0.00000,0.00000,0.00000,0.00000,0.00000,,2.592065E-05,,0,
114,02/10/2022 19:14:43.614,2208.881,2208.881,1,1,0.00000,3.08223,0.00000,0.00000,0.00000,0.00000,0.00000,,3.014831E-05,,,
115,02/10/2022 19:15:03.614,2228.881,2228.881,1,1,0.00000,3.08318,0.00000,0.00000,0.00000,0.00000,0.00000,,1.46589E-05,,,
116,02/10/2022 19:15:23.616,2248.883,2248.883,1,1,0.00000,3.08384,0.00000,0.00000,0.00000,0.00000,0.00000,,6.322318E-05,,,
117,02/10/2022 19:15:43.617,2268.884,2268.884,1,1,0.00000,3.08450,0.00000,0.00000,0.00000,0.00000,0.00000,,1.95574E-05,,,
118,02/10/2022 19:16:03.617,2288.884,2288.884,1,1,0.00000,3.08531,0.00000,0.00000,0.00000,0.00000,0.00000,,6.595132E-05,,,
119,02/10/2022 19:16:23.618,2308.885,2308.885,1,1,0.00000,3.08602,0.00000,0.00000,0.00000,0.00000,0.00000,,5.531708E-05,,0,
120,02/10/2022 19:16:43.618,2328.885,2328.885,1,1,0.00000,3.08690,0.00000,0.00000,0.00000,0.00000,0.00000,,2.256128E-05,,,
121,02/10/2022 19:17:03.620,2348.887,2348.887,1,1,0.00000,3.08771,0.00000,0.00000,0.00000,0.00000,0.00000,,2.390508E-05,,,
122,02/10/2022 19:17:23.621,2368.888,2368.888,1,1,0.00000,3.08855,0.00000,0.00000,0.00000,0.00000,0.00000,,2.82912E-05,,,
123,02/10/2022 19:17:43.622,2388.889,2388.889,1,1,0.00000,3.08921,0.00000,0.00000,0.00000,0.00000,0.00000,,4.227911E-05,,,
124,02/10/2022 19:18:03.623,2408.890,2408.890,1,1,0.00000,3.09003,0.00000,0.00000,0.00000,0.00000,0.00000,,4.405573E-05,,,
125,02/10/2022 19:18:23.624,2428.891,2428.891,1,1,0.00000,3.09101,0.00000,0.00000,0.00000,0.00000,0.00000,,3.319024E-05,,0,
126,02/10/2022 19:18:43.624,2448.891,2448.891,1,1,0.00000,3.09155,0.00000,0.00000,0.00000,0.00000,0.00000,,3.413939E-05,,,
127,02/10/2022 19:19:03.624,2468.891,2468.891,1,1,0.00000,3.09244,0.00000,0.00000,0.00000,0.00000,0.00000,,3.678616E-05,,,
128,02/10/2022 19:19:23.625,2488.892,2488.892,1,1,0.00000,3.09317,0.00000,0.00000,0.00000,0.00000,0.00000,,6.140349E-05,,,
129,02/10/2022 19:19:43.626,2508.893,2508.893,1,1,0.00000,3.09411,0.00000,0.00000,0.00000,0.00000,0.00000,,5.559505E-05,,,
130,02/10/2022 19:20:03.627,2528.894,2528.894,1,1,0.00000,3.09489,0.00000,0.00000,0.00000,0.00000,0.00000,,9.245778E-06,,,
131,02/10/2022 19:20:23.627,2548.894,2548.894,1,1,0.00000,3.09556,0.00000,0.00000,0.00000,0.00000,0.00000,,4.00657E-05,,0,
132,02/10/2022 19:20:43.628,2568.895,2568.895,1,1,0.00000,3.09640,0.00000,0.00000,0.00000,0.00000,0.00000,,2.260079E-05,,,
133,02/10/2022 19:21:03.628,2588.895,2588.895,1,1,0.00000,3.09713,0.00000,0.00000,0.00000,0.00000,0.00000,,4.409671E-05,,,
134,02/10/2022 19:21:23.628,2608.895,2608.895,1,1,0.00000,3.09817,0.00000,0.00000,0.00000,0.00000,0.00000,,5.77278E-05,,,
135,02/10/2022 19:21:43.629,2628.896,2628.896,1,1,0.00000,3.09890,0.00000,0.00000,0.00000,0.00000,0.00000,,1.778064E-05,,,
136,02/10/2022 19:22:03.629,2648.896,2648.896,1,1,0.00000,3.09963,0.00000,0.00000,0.00000,0.00000,0.00000,,4.038247E-05,,,
137,02/10/2022 19:22:23.629,2668.896,2668.896,1,1,0.00000,3.10029,0.00000,0.00000,0.00000,0.00000,0.00000,,1.299951E-05,,0,
138,02/10/2022 19:22:43.631,2688.898,2688.898,1,1,0.00000,3.10114,0.00000,0.00000,0.00000,0.00000,0.00000,,6.242927E-05,,,
139,02/10/2022 19:23:03.631,2708.898,2708.898,1,1,0.00000,3.10227,0.00000,0.00000,0.00000,0.00000,0.00000,,2.497212E-05,,,
140,02/10/2022 19:23:23.632,2728.899,2728.899,1,1,0.00000,3.10280,0.00000,0.00000,0.00000,0.00000,0.00000,,4.92713E-05,,,
141,02/10/2022 19:23:43.633,2748.900,2748.900,1,1,0.00000,3.10371,0.00000,0.00000,0.00000,0.00000,0.00000,,4.10157E-05,,,
142,02/10/2022 19:24:03.634,2768.901,2768.901,1,1,0.00000,3.10449,0.00000,0.00000,0.00000,0.00000,0.00000,,4.721473E-05,,,
143,02/10/2022 19:24:23.635,2788.902,2788.902,1,1,0.00000,3.10538,0.00000,0.00000,0.00000,0.00000,0.00000,,3.105685E-05,,0,
144,02/10/2022 19:24:43.635,2808.902,2808.902,1,1,0.00000,3.10642,0.00000,0.00000,0.00000,0.00000,0.00000,,5.326288E-05,,,
145,02/10/2022 19:25:03.636,2828.903,2828.903,1,1,0.00000,3.10719,0.00000,0.00000,0.00000,0.00000,0.00000,,4.852179E-05,,,
146,02/10/2022 19:25:23.636,2848.903,2848.903,1,1,0.00000,3.10809,0.00000,0.00000,0.00000,0.00000,0.00000,,6.835667E-05,,,
147,02/10/2022 19:25:43.636,2868.903,2868.903,1,1,0.00000,3.10908,0.00000,0.00000,0.00000,0.00000,0.00000,,4.800812E-05,,,
148,02/10/2022 19:26:03.636,2888.903,2888.903,1,1,0.00000,3.10993,0.00000,0.00000,0.00000,0.00000,0.00000,,3.050367E-05,,,
149,02/10/2022 19:26:23.636,2908.903,2908.903,1,1,0.00000,3.11093,0.00000,0.00000,0.00000,0.00000,0.00000,,5.638344E-05,,0,
150,02/10/2022 19:26:43.637,2928.904,2928.904,1,1,0.00000,3.11149,0.00000,0.00000,0.00000,0.00000,0.00000,,2.50524E-05,,,
151,02/10/2022 19:27:03.638,2948.905,2948.905,1,1,0.00000,3.11253,0.00000,0.00000,0.00000,0.00000,0.00000,,4.690098E-05,,,
152,02/10/2022 19:27:23.638,2968.905,2968.905,1,1,0.00000,3.11315,0.00000,0.00000,0.00000,0.00000,0.00000,,5.749358E-05,,,
153,02/10/2022 19:27:43.638,2988.905,2988.905,1,1,0.00000,3.11413,0.00000,0.00000,0.00000,0.00000,0.00000,,5.424755E-05,,,
154,02/10/2022 19:28:03.639,3008.906,3008.906,1,1,0.00000,3.11180,0.00000,0.00000,0.00000,0.00000,0.00000,,-1.525196E-05,,,
155,02/10/2022 19:28:23.640,3028.907,3028.907,1,1,0.00000,3.11160,0.00000,0.00000,0.00000,0.00000,0.00000,,-2.189139E-05,,0,
156,02/10/2022 19:28:43.640,3048.907,3048.907,1,1,0.00000,3.11184,0.00000,0.00000,0.00000,0.00000,0.00000,,7.033113E-06,,,
157,02/10/2022 19:29:03.640,3068.907,3068.907,1,1,0.00000,3.11227,0.00000,0.00000,0.00000,0.00000,0.00000,,6.322004E-07,,,
158,02/10/2022 19:29:23.641,3088.908,3088.908,1,1,0.00000,3.11301,0.00000,0.00000,0.00000,0.00000,0.00000,,5.369663E-05,,,
159,02/10/2022 19:29:43.642,3108.909,3108.909,1,1,0.00000,3.11356,0.00000,0.00000,0.00000,0.00000,0.00000,,3.338781E-05,,,
160,02/10/2022 19:30:03.643,3128.910,3128.910,1,1,0.00000,3.11402,0.00000,0.00000,0.00000,0.00000,0.00000,,4.603286E-05,,,
161,02/10/2022 19:30:23.645,3148.912,3148.912,1,1,0.00000,3.11450,0.00000,0.00000,0.00000,0.00000,0.00000,,3.769495E-05,,0,
162,02/10/2022 19:30:43.645,3168.912,3168.912,1,1,0.00000,3.11509,0.00000,0.00000,0.00000,0.00000,0.00000,,1.616089E-05,,,
163,02/10/2022 19:31:03.646,3188.913,3188.913,1,1,0.00000,3.11557,0.00000,0.00000,0.00000,0.00000,0.00000,,3.295345E-05,,,
164,02/10/2022 19:31:23.647,3208.914,3208.914,1,1,0.00000,3.11615,0.00000,0.00000,0.00000,0.00000,0.00000,,2.252214E-05,,,
165,02/10/2022 19:31:43.648,3228.915,3228.915,1,1,0.00000,3.11676,0.00000,0.00000,0.00000,0.00000,0.00000,,4.117001E-05,,,
166,02/10/2022 19:32:03.648,3248.915,3248.915,1,1,0.00000,3.11719,0.00000,0.00000,0.00000,0.00000,0.00000,,3.358565E-06,,,
167,02/10/2022 19:32:23.649,3268.916,3268.916,1,1,0.00000,3.11771,0.00000,0.00000,0.00000,0.00000,0.00000,,1.647672E-05,,0,
168,02/10/2022 19:32:43.650,3288.917,3288.917,1,1,0.00000,3.11805,0.00000,0.00000,0.00000,0.00000,0.00000,,3.275643E-05,,,
169,02/10/2022 19:33:03.651,3308.918,3308.918,1,1,0.00000,3.11887,0.00000,0.00000,0.00000,0.00000,0.00000,,4.050034E-05,,,
170,02/10/2022 19:33:23.652,3328.919,3328.919,1,1,0.00000,3.11929,0.00000,0.00000,0.00000,0.00000,0.00000,,3.733934E-05,,,
171,02/10/2022 19:33:43.652,3348.919,3348.919,1,1,0.00000,3.12013,0.00000,0.00000,0.00000,0.00000,0.00000,,6.116438E-05,,,
172,02/10/2022 19:34:03.652,3368.919,3368.919,1,1,0.00000,3.12064,0.00000,0.00000,0.00000,0.00000,0.00000,,1.280206E-05,,,
173,02/10/2022 19:34:23.653,3388.920,3388.920,1,1,0.00000,3.12118,0.00000,0.00000,0.00000,0.00000,0.00000,,2.42619E-05,,0,
174,02/10/2022 19:34:43.653,3408.920,3408.920,1,1,0.00000,3.12163,0.00000,0.00000,0.00000,0.00000,0.00000,,3.255859E-05,,,
175,02/10/2022 19:35:03.654,3428.921,3428.921,1,1,0.00000,3.12226,0.00000,0.00000,0.00000,0.00000,0.00000,,2.094181E-05,,,
176,02/10/2022 19:35:23.655,3448.922,3448.922,1,1,0.00000,3.12284,0.00000,0.00000,0.00000,0.00000,0.00000,,5.045708E-05,,,
