Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah)
12,02/03/2022 11:12:09.409,213.883,213.883,1,1,0.00000,1.33817,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02466606,,,
13,02/03/2022 11:12:29.409,233.884,233.884,1,1,0.00000,1.33987,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01524032,,,
14,02/03/2022 11:12:36.049,240.523,240.523,1,1,0.00000,1.34992,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0111497,,,
15,02/03/2022 11:12:56.049,260.523,260.523,1,1,0.00000,1.35524,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01885846,,0,
16,02/03/2022 11:13:11.116,275.590,275.590,1,1,0.00000,1.36580,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0004357064,,,
17,02/03/2022 11:13:31.117,295.591,295.591,1,1,0.00000,1.37045,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01844429,,,
18,02/03/2022 11:13:44.027,308.501,308.501,1,1,0.00000,1.38049,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0187994,,,
19,02/03/2022 11:14:04.027,328.501,328.501,1,1,0.00000,1.38523,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01269553,,,
20,02/03/2022 11:14:19.408,343.882,343.882,1,1,0.00000,1.39524,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02367004,,,
21,02/03/2022 11:14:39.408,363.883,363.883,1,1,0.00000,1.40134,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03013897,,0,
22,02/03/2022 11:14:56.480,380.955,380.955,1,1,0.00000,1.41134,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02397119,,,
23,02/03/2022 11:15:16.481,400.955,400.955,1,1,0.00000,1.41554,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01763664,,,
24,02/03/2022 11:15:32.370,416.844,416.844,1,1,0.00000,1.42578,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02386631,,,
25,02/03/2022 11:15:52.372,436.846,436.846,1,1,0.00000,1.43018,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0002364734,,,
26,02/03/2022 11:16:03.961,448.435,448.435,1,1,0.00000,1.44045,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01547057,,,
27,02/03/2022 11:16:23.961,468.436,468.436,1,1,0.00000,1.44643,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01710864,,,
28,02/03/2022 11:16:41.508,485.982,485.982,1,1,0.00000,1.45652,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02532469,,0,
29,02/03/2022 11:17:01.509,505.983,505.983,1,1,0.00000,1.46239,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01625102,,,
30,02/03/2022 11:17:18.876,523.351,523.351,1,1,0.00000,1.47266,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01729244,,,
31,02/03/2022 11:17:38.877,543.352,543.352,1,1,0.00000,1.47836,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01586667,,,
32,02/03/2022 11:17:54.252,558.726,558.726,1,1,0.00000,1.48847,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02196474,,,
33,02/03/2022 11:18:14.252,578.727,578.727,1,1,0.00000,1.49350,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01081476,,,
34,02/03/2022 11:18:29.549,594.023,594.023,1,1,0.00000,1.50395,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001892985,,,
35,02/03/2022 11:18:49.549,614.024,614.024,1,1,0.00000,1.50963,0.00000,0.00000,0.00000,0.00000,0.00000,,0.001027486,,0,
36,02/03/2022 11:19:04.919,629.393,629.393,1,1,0.00000,1.51978,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01837314,,,
37,02/03/2022 11:19:24.919,649.393,649.393,1,1,0.00000,1.52224,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01716069,,,
38,02/03/2022 11:19:34.275,658.749,658.749,1,1,0.00000,1.53225,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.0167598,,,
39,02/03/2022 11:19:54.276,678.750,678.750,1,1,0.00000,1.54034,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01589978,,,
40,02/03/2022 11:20:13.765,698.239,698.239,1,1,0.00000,1.55039,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01787653,,,
41,02/03/2022 11:20:33.766,718.240,718.240,1,1,0.00000,1.55576,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02733268,,,
42,02/03/2022 11:20:48.345,732.819,732.819,1,1,0.00000,1.56579,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01193694,,0,
43,02/03/2022 11:21:08.346,752.820,752.820,1,1,0.00000,1.57063,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02045265,,,
44,02/03/2022 11:21:21.547,766.021,766.021,1,1,0.00000,1.58067,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03681671,,,
45,02/03/2022 11:21:41.547,786.021,786.021,1,1,0.00000,1.58152,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02652223,,,
46,02/03/2022 11:21:46.832,791.307,791.307,1,1,0.00000,1.59190,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01774651,,,
47,02/03/2022 11:22:06.833,811.307,811.307,1,1,0.00000,1.59635,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01576509,,,
48,02/03/2022 11:22:19.636,824.110,824.110,1,1,0.00000,1.60677,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03280771,,,
49,02/03/2022 11:22:39.637,844.111,844.111,1,1,0.00000,1.61048,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01645629,,,
50,02/03/2022 11:22:52.950,857.424,857.424,1,1,0.00000,1.62069,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01325193,,0,
51,02/03/2022 11:23:12.950,877.425,877.425,1,1,0.00000,1.62909,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01742053,,,
52,02/03/2022 11:23:32.257,896.732,896.732,1,1,0.00000,1.63912,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.0384133,,,
53,02/03/2022 11:23:52.258,916.732,916.732,1,1,0.00000,1.64639,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01217061,,,
54,02/03/2022 11:24:11.848,936.323,936.323,1,1,0.00000,1.65655,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01001847,,,
55,02/03/2022 11:24:31.849,956.323,956.323,1,1,0.00000,1.66249,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02832051,,,
56,02/03/2022 11:24:48.601,973.076,973.076,1,1,0.00000,1.67307,0.00000,0.00000,0.00000,0.00000,0.00000,,0.03801936,,0,
57,02/03/2022 11:25:08.602,993.076,993.076,1,1,0.00000,1.67635,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001466589,,,
58,02/03/2022 11:25:19.788,1004.262,1004.262,1,1,0.00000,1.68638,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02387383,,,
59,02/03/2022 11:25:39.788,1024.262,1024.262,1,1,0.00000,1.69236,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0008550446,,,
60,02/03/2022 11:25:55.853,1040.327,1040.327,1,1,0.00000,1.70240,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0108713,,,
61,02/03/2022 11:26:15.853,1060.327,1060.327,1,1,0.00000,1.71217,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0003293779,,,
62,02/03/2022 11:26:35.854,1080.328,1080.328,1,1,0.00000,1.71693,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01750964,,,
63,02/03/2022 11:26:49.086,1093.560,1093.560,1,1,0.00000,1.72705,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0003800084,,0,
64,02/03/2022 11:27:09.086,1113.560,1113.560,1,1,0.00000,1.73409,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01698777,,,
65,02/03/2022 11:27:26.807,1131.281,1131.281,1,1,0.00000,1.74433,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01539932,,,
66,02/03/2022 11:27:46.808,1151.283,1151.283,1,1,0.00000,1.74724,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01258706,,,
67,02/03/2022 11:27:56.432,1160.906,1160.906,1,1,0.00000,1.75746,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01304301,,,
68,02/03/2022 11:28:16.433,1180.907,1180.907,1,1,0.00000,1.76550,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01139538,,,
69,02/03/2022 11:28:36.253,1200.727,1200.727,1,1,0.00000,1.77556,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0111148,,,
70,02/03/2022 11:28:56.254,1220.728,1220.728,1,1,0.00000,1.77772,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01513713,,0,
71,02/03/2022 11:29:04.269,1228.743,1228.743,1,1,0.00000,1.78772,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02425445,,,
72,02/03/2022 11:29:24.270,1248.744,1248.744,1,1,0.00000,1.79323,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0152451,,,
73,02/03/2022 11:29:39.152,1263.626,1263.626,1,1,0.00000,1.80339,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02741814,,,
74,02/03/2022 11:29:59.153,1283.628,1283.628,1,1,0.00000,1.81164,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01412569,,,
75,02/03/2022 11:30:17.793,1302.267,1302.267,1,1,0.00000,1.82168,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02083141,,,
76,02/03/2022 11:30:37.794,1322.268,1322.268,1,1,0.00000,1.82679,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02030865,,,
77,02/03/2022 11:30:50.742,1335.216,1335.216,1,1,0.00000,1.83680,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0006202587,,0,
78,02/03/2022 11:31:10.743,1355.217,1355.217,1,1,0.00000,1.83993,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01031405,,,
79,02/03/2022 11:31:20.753,1365.227,1365.227,1,1,0.00000,1.84994,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.04005836,,,
80,02/03/2022 11:31:40.753,1385.228,1385.228,1,1,0.00000,1.85581,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02614299,,,
81,02/03/2022 11:31:54.969,1399.443,1399.443,1,1,0.00000,1.86589,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0219938,,,
82,02/03/2022 11:32:14.969,1419.444,1419.444,1,1,0.00000,1.87070,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.0278576,,,
83,02/03/2022 11:32:29.376,1433.850,1433.850,1,1,0.00000,1.88073,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01242759,,,
84,02/03/2022 11:32:49.376,1453.851,1453.851,1,1,0.00000,1.88474,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03285962,,0,
85,02/03/2022 11:33:00.008,1464.482,1464.482,1,1,0.00000,1.89476,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02116085,,,
86,02/03/2022 11:33:20.009,1484.484,1484.484,1,1,0.00000,1.90073,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01406204,,,
87,02/03/2022 11:33:35.333,1499.807,1499.807,1,1,0.00000,1.91129,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01380828,,,
88,02/03/2022 11:33:55.333,1519.808,1519.808,1,1,0.00000,1.91614,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01103356,,,
89,02/03/2022 11:34:10.343,1534.817,1534.817,1,1,0.00000,1.92627,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01128776,,,
90,02/03/2022 11:34:30.343,1554.818,1554.818,1,1,0.00000,1.93154,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01386638,,,
91,02/03/2022 11:34:43.782,1568.256,1568.256,1,1,0.00000,1.94193,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01326548,,,
92,02/03/2022 11:35:03.783,1588.257,1588.257,1,1,0.00000,1.94736,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01723859,,0,
93,02/03/2022 11:35:18.658,1603.132,1603.132,1,1,0.00000,1.95736,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01290677,,,
94,02/03/2022 11:35:38.659,1623.133,1623.133,1,1,0.00000,1.96539,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01646827,,,
95,02/03/2022 11:35:57.180,1641.654,1641.654,1,1,0.00000,1.97539,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0228335,,,
96,02/03/2022 11:36:17.180,1661.654,1661.654,1,1,0.00000,1.98207,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02808704,,,
97,02/03/2022 11:36:34.723,1679.197,1679.197,1,1,0.00000,1.99235,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02469922,,,
98,02/03/2022 11:36:54.723,1699.197,1699.197,1,1,0.00000,1.99833,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01623924,,0,
99,02/03/2022 11:37:12.410,1716.884,1716.884,1,1,0.00000,2.00859,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01549339,,,
100,02/03/2022 11:37:32.411,1736.885,1736.885,1,1,0.00000,2.01382,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01708056,,,
101,02/03/2022 11:37:46.447,1750.921,1750.921,1,1,0.00000,2.02385,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02008809,,,
102,02/03/2022 11:38:06.449,1770.923,1770.923,1,1,0.00000,2.02878,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01221544,,,
103,02/03/2022 11:38:19.538,1784.012,1784.012,1,1,0.00000,2.03887,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01309037,,,
104,02/03/2022 11:38:39.540,1804.014,1804.014,1,1,0.00000,2.04242,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01557117,,,
105,02/03/2022 11:38:48.775,1813.249,1813.249,1,1,0.00000,2.05256,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001732928,,,
106,02/03/2022 11:39:08.777,1833.251,1833.251,1,1,0.00000,2.05809,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02360161,,0,
107,02/03/2022 11:39:25.752,1850.226,1850.226,1,1,0.00000,2.06846,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0003746542,,,
108,02/03/2022 11:39:45.752,1870.226,1870.226,1,1,0.00000,2.07470,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0130622,,,
109,02/03/2022 11:39:59.979,1884.453,1884.453,1,1,0.00000,2.08482,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01583725,,,
110,02/03/2022 11:40:19.980,1904.454,1904.454,1,1,0.00000,2.08987,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02765656,,,
111,02/03/2022 11:40:35.281,1919.755,1919.755,1,1,0.00000,2.09993,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01751409,,,
112,02/03/2022 11:40:55.283,1939.757,1939.757,1,1,0.00000,2.10436,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02732958,,0,
113,02/03/2022 11:41:06.093,1950.567,1950.567,1,1,0.00000,2.11455,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02495196,,,
114,02/03/2022 11:41:26.093,1970.568,1970.568,1,1,0.00000,2.12332,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01451144,,,
115,02/03/2022 11:41:46.093,1990.567,1990.567,1,1,0.00000,2.12868,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01130956,,,
116,02/03/2022 11:41:59.944,2004.418,2004.418,1,1,0.00000,2.13887,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02423365,,,
117,02/03/2022 11:42:19.944,2024.419,2024.419,1,1,0.00000,2.14313,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01766154,,,
118,02/03/2022 11:42:32.485,2036.959,2036.959,1,1,0.00000,2.15337,0.00000,0.00000,0.00000,0.00000,0.00000,,0.001572985,,,
119,02/03/2022 11:42:52.485,2056.959,2056.959,1,1,0.00000,2.15877,0.00000,0.00000,0.00000,0.00000,0.00000,,0.04202127,,0,
120,02/03/2022 11:43:07.289,2071.763,2071.763,1,1,0.00000,2.16932,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01572646,,,
121,02/03/2022 11:43:27.290,2091.764,2091.764,1,1,0.00000,2.17201,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0002212062,,,
122,02/03/2022 11:43:35.081,2099.555,2099.555,1,1,0.00000,2.18208,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02167985,,,
123,02/03/2022 11:43:55.081,2119.555,2119.555,1,1,0.00000,2.18588,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01981506,,,
124,02/03/2022 11:44:09.253,2133.727,2133.727,1,1,0.00000,2.19631,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0125668,,,
125,02/03/2022 11:44:29.254,2153.728,2153.728,1,1,0.00000,2.20265,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02421287,,,
126,02/03/2022 11:44:45.008,2169.483,2169.483,1,1,0.00000,2.21277,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0002200285,,,
127,02/03/2022 11:45:05.008,2189.483,2189.483,1,1,0.00000,2.21902,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.025202,,0,
128,02/03/2022 11:45:20.401,2204.875,2204.875,1,1,0.00000,2.22927,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01763983,,,
129,02/03/2022 11:45:40.402,2224.876,2224.876,1,1,0.00000,2.23403,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03940747,,,
130,02/03/2022 11:45:54.964,2239.438,2239.438,1,1,0.00000,2.24427,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03169042,,,
131,02/03/2022 11:46:14.965,2259.440,2259.440,1,1,0.00000,2.25338,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02511552,,,
132,02/03/2022 11:46:34.967,2279.441,2279.441,1,1,0.00000,2.25961,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02761339,,,
133,02/03/2022 11:46:50.610,2295.084,2295.084,1,1,0.00000,2.26964,0.00000,0.00000,0.00000,0.00000,0.00000,,0.001496826,,,
134,02/03/2022 11:47:10.610,2315.085,2315.085,1,1,0.00000,2.27508,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01699472,,0,
135,02/03/2022 11:47:24.238,2328.712,2328.712,1,1,0.00000,2.28511,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03116299,,,
136,02/03/2022 11:47:44.239,2348.713,2348.713,1,1,0.00000,2.28921,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02906757,,,
137,02/03/2022 11:47:55.958,2360.432,2360.432,1,1,0.00000,2.29987,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03653638,,,
138,02/03/2022 11:48:15.959,2380.433,2380.433,1,1,0.00000,2.30634,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01532956,,,
139,02/03/2022 11:48:34.669,2399.144,2399.144,1,1,0.00000,2.31646,0.00000,0.00000,0.00000,0.00000,0.00000,,0.03319786,,,
140,02/03/2022 11:48:54.671,2419.145,2419.145,1,1,0.00000,2.32109,0.00000,0.00000,0.00000,0.00000,0.00000,,0.001511851,,,
141,02/03/2022 11:49:07.222,2431.696,2431.696,1,1,0.00000,2.33178,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0133437,,0,
142,02/03/2022 11:49:27.223,2451.697,2451.697,1,1,0.00000,2.33342,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01696026,,,
143,02/03/2022 11:49:34.383,2458.857,2458.857,1,1,0.00000,2.34350,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01854311,,,
144,02/03/2022 11:49:54.384,2478.858,2478.858,1,1,0.00000,2.34910,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02842525,,,
145,02/03/2022 11:50:07.820,2492.294,2492.294,1,1,0.00000,2.35940,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.0280789,,,
146,02/03/2022 11:50:27.821,2512.295,2512.295,1,1,0.00000,2.36445,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01940376,,,
147,02/03/2022 11:50:42.954,2527.428,2527.428,1,1,0.00000,2.37449,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01305833,,,
148,02/03/2022 11:51:02.955,2547.429,2547.429,1,1,0.00000,2.38165,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0003251574,,0,
149,02/03/2022 11:51:19.460,2563.935,2563.935,1,1,0.00000,2.39167,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.0240546,,,
150,02/03/2022 11:51:39.462,2583.936,2583.936,1,1,0.00000,2.39929,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0002815085,,,
151,02/03/2022 11:51:59.462,2603.936,2603.936,1,1,0.00000,2.40352,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01665935,,,
152,02/03/2022 11:52:08.309,2612.784,2612.784,1,1,0.00000,2.41359,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0002806469,,,
153,02/03/2022 11:52:28.310,2632.784,2632.784,1,1,0.00000,2.41898,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01180554,,,
154,02/03/2022 11:52:43.131,2647.605,2647.605,1,1,0.00000,2.42906,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02292066,,,
155,02/03/2022 11:53:03.133,2667.607,2667.607,1,1,0.00000,2.43236,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0003529279,,0,
156,02/03/2022 11:53:12.547,2677.021,2677.021,1,1,0.00000,2.44239,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01670535,,,
157,02/03/2022 11:53:32.549,2697.023,2697.023,1,1,0.00000,2.44671,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01834047,,,
158,02/03/2022 11:53:45.828,2710.302,2710.302,1,1,0.00000,2.45672,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01693162,,,
159,02/03/2022 11:54:05.828,2730.303,2730.303,1,1,0.00000,2.46498,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01007129,,,
160,02/03/2022 11:54:25.684,2750.159,2750.159,1,1,0.00000,2.47537,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02728871,,,
161,02/03/2022 11:54:45.686,2770.160,2770.160,1,1,0.00000,2.48134,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01848057,,,
162,02/03/2022 11:55:02.364,2786.838,2786.838,1,1,0.00000,2.49170,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.009530677,,0,
163,02/03/2022 11:55:22.364,2806.839,2806.839,1,1,0.00000,2.49557,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01982147,,,
164,02/03/2022 11:55:33.577,2818.052,2818.052,1,1,0.00000,2.50574,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03660893,,,
165,02/03/2022 11:55:53.578,2838.052,2838.052,1,1,0.00000,2.50966,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01649293,,,
166,02/03/2022 11:56:07.632,2852.106,2852.106,1,1,0.00000,2.52005,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0003992624,,,
167,02/03/2022 11:56:27.633,2872.108,2872.108,1,1,0.00000,2.52639,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01206201,,,
168,02/03/2022 11:56:44.541,2889.015,2889.015,1,1,0.00000,2.53650,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0008485724,,,
169,02/03/2022 11:57:04.541,2909.015,2909.015,1,1,0.00000,2.54238,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0001529675,,0,
170,02/03/2022 11:57:19.637,2924.111,2924.111,1,1,0.00000,2.55298,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0008075927,,,
171,02/03/2022 11:57:39.638,2944.112,2944.112,1,1,0.00000,2.55501,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03745792,,,
172,02/03/2022 11:57:48.436,2952.911,2952.911,1,1,0.00000,2.56519,0.00000,0.00000,0.00000,0.00000,0.00000,,0.001793015,,,
173,02/03/2022 11:58:08.437,2972.911,2972.911,1,1,0.00000,2.57272,0.00000,0.00000,0.00000,0.00000,0.00000,,0.02725271,,,
174,02/03/2022 11:58:28.321,2992.795,2992.795,1,1,0.00000,2.58280,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01772505,,,
175,02/03/2022 11:58:48.322,3012.796,3012.796,1,1,0.00000,2.58858,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.02520516,,,
176,02/03/2022 11:59:05.705,3030.180,3030.180,1,1,0.00000,2.59915,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.01380424,,0,
177,02/03/2022 11:59:25.706,3050.180,3050.180,1,1,0.00000,2.60603,0.00000,0.00000,0.00000,0.00000,0.00000,,0.01592144,,,
178,02/03/2022 11:59:43.438,3067.912,3067.912,1,1,0.00000,2.61629,0.00000,0.00000,0.00000,0.00000,0.00000,,0.0002080756,,,
179,02/03/2022 12:00:03.439,3087.913,3087.913,1,1,0.00000,2.62245,0.00000,0.00000,0.00000,0.00000,0.00000,,-0.03913926,,,
